Rk,Player,G,RushingAtt,RushingYds,RushingAvg,RushingTD,ReceivingRec,ReceivingYds,ReceivingAvg,ReceivingTD,ScrimmagePlays,ScrimmageYds,ScrimmageAvg,ScrimmageTD,Season
7,Willie Clark,11.0,23.0,74.0,3.2,1.0,1.0,8.0,8.0,0.0,24,82,3.4,1,1993
8,Paul Failla,11.0,18.0,55.0,3.1,0.0,,,,,18,55,3.1,0,1993
9,Jeff Burris,11.0,16.0,92.0,5.8,6.0,,,,,16,92,5.8,6,1993
10,Dean Lytle,11.0,16.0,63.0,3.9,0.0,,,,,16,63,3.9,0,1993
11,Tim Klusas,11.0,2.0,8.0,4.0,0.0,,,,,2,8,4.0,0,1993
12,Lake Dawson,11.0,2.0,4.0,2.0,0.0,25.0,395.0,15.8,2.0,27,399,14.8,2,1993
13,Adrian Jarrell,11.0,1.0,32.0,32.0,1.0,1.0,16.0,16.0,0.0,2,48,24.0,1,1993
14,Richard Rolle,11.0,1.0,9.0,9.0,0.0,,,,,1,9,9.0,0,1993
15,Travis Davis,11.0,1.0,8.0,8.0,0.0,,,,,1,8,8.0,0,1993
16,Derrick Mayes,11.0,1.0,7.0,7.0,0.0,24.0,512.0,21.3,2.0,25,519,20.8,2,1993
17,Marcus Thorne,11.0,1.0,3.0,3.0,0.0,,,,,1,3,3.0,0,1993
18,Emmett Mosley,11.0,1.0,-1.0,-1.0,0.0,,,,,1,-1,-1.0,0,1993
19,Michael Miller,11.0,,,,,19.0,412.0,21.7,2.0,19,412,21.7,2,1993
20,Clint Johnson,11.0,,,,,10.0,141.0,14.1,0.0,10,141,14.1,0,1993
21,Oscar McBride,11.0,,,,,5.0,36.0,7.2,0.0,5,36,7.2,0,1993
22,Pete Chryplewicz,11.0,,,,,3.0,34.0,11.3,0.0,3,34,11.3,0,1993
23,Charles Stafford,11.0,,,,,2.0,25.0,12.5,0.0,2,25,12.5,0,1993
24,Leon Wallace,11.0,,,,,1.0,8.0,8.0,0.0,1,8,8.0,0,1993
1,Randy Kinder,11.0,119.0,702.0,5.9,4.0,1.0,12.0,12.0,0.0,120,714,6.0,4,1994
2,Lee Becton,11.0,100.0,550.0,5.5,3.0,6.0,50.0,8.3,1.0,106,600,5.7,4,1994
3,Ray Zellars,11.0,79.0,466.0,5.9,3.0,12.0,114.0,9.5,2.0,91,580,6.4,5,1994
4,Ron Powlus,11.0,78.0,-48.0,-0.6,2.0,,,,,78,-48,-0.6,2,1994
5,Marc Edwards,11.0,48.0,307.0,6.4,2.0,5.0,58.0,11.6,0.0,53,365,6.9,2,1994
6,Emmett Mosley,11.0,34.0,187.0,5.5,4.0,11.0,118.0,10.7,0.0,45,305,6.8,4,1994
7,Robert Farmer,11.0,26.0,131.0,5.0,0.0,1.0,15.0,15.0,1.0,27,146,5.4,1,1994
8,Leon Blunt,11.0,9.0,6.0,0.7,0.0,1.0,12.0,12.0,0.0,10,18,1.8,0,1994
9,Marcus Thorne,11.0,5.0,14.0,2.8,0.0,,,,,5,14,2.8,0,1994
10,Michael Miller,11.0,3.0,33.0,11.0,0.0,17.0,276.0,16.2,2.0,20,309,15.5,2,1994
11,Charles Stafford,11.0,3.0,24.0,8.0,0.0,18.0,254.0,14.1,3.0,21,278,13.2,3,1994
12,Tim Klusas,11.0,3.0,15.0,5.0,0.0,,,,,3,15,5.0,0,1994
13,Scott Sollmann,11.0,2.0,1.0,0.5,0.0,1.0,8.0,8.0,0.0,3,9,3.0,0,1994
14,Gus Ornstein,11.0,2.0,-5.0,-2.5,0.0,,,,,2,-5,-2.5,0,1994
15,Tom Krug,11.0,2.0,-11.0,-5.5,0.0,,,,,2,-11,-5.5,0,1994
16,Derrick Mayes,11.0,,,,,47.0,847.0,18.0,11.0,47,847,18.0,11,1994
17,Oscar McBride,11.0,,,,,6.0,57.0,9.5,0.0,6,57,9.5,0,1994
18,Leon Wallace,11.0,,,,,2.0,21.0,10.5,1.0,2,21,10.5,1,1994
19,Cikai Champion,11.0,,,,,1.0,16.0,16.0,0.0,1,16,16.0,0,1994
1,Randy Kinder,10.0,143.0,809.0,5.7,9.0,8.0,75.0,9.4,1.0,151,884,5.9,10,1995
2,Marc Edwards,11.0,140.0,717.0,5.1,9.0,25.0,361.0,14.4,3.0,165,1078,6.5,12,1995
3,Autry Denson,11.0,137.0,695.0,5.1,8.0,6.0,65.0,10.8,0.0,143,760,5.3,8,1995
4,Ron Powlus,10.0,58.0,-34.0,-0.6,1.0,,,,,58,-34,-0.6,1,1995
5,Robert Farmer,6.0,43.0,194.0,4.5,1.0,3.0,19.0,6.3,0.0,46,213,4.6,1,1995
6,Clement Stokes,9.0,12.0,43.0,3.6,0.0,,,,,12,43,3.6,0,1995
7,Jamie Spencer,7.0,9.0,22.0,2.4,0.0,,,,,9,22,2.4,0,1995
8,Marcus Thorne,11.0,5.0,49.0,9.8,1.0,,,,,5,49,9.8,1,1995
9,Tom Krug,5.0,5.0,8.0,1.6,0.0,,,,,5,8,1.6,0,1995
10,Emmett Mosley,11.0,4.0,32.0,8.0,0.0,17.0,268.0,15.8,1.0,21,300,14.3,1,1995
11,Ken Barry,11.0,3.0,11.0,3.7,0.0,,,,,3,11,3.7,0,1995
12,Derrick Mayes,11.0,2.0,10.0,5.0,0.0,48.0,881.0,18.4,6.0,50,891,17.8,6,1995
13,Scott Sollmann,11.0,1.0,16.0,16.0,0.0,1.0,15.0,15.0,1.0,2,31,15.5,1,1995
14,Pete Chryplewicz,11.0,,,,,17.0,204.0,12.0,1.0,17,204,12.0,1,1995
15,Leon Wallace,11.0,,,,,8.0,79.0,9.9,1.0,8,79,9.9,1,1995
16,Charles Stafford,11.0,,,,,4.0,72.0,18.0,0.0,4,72,18.0,0,1995
17,Kevin Carretta,11.0,,,,,1.0,8.0,8.0,0.0,1,8,8.0,0,1995
1,Autry Denson,11.0,202.0,1179.0,5.8,8.0,11.0,111.0,10.1,2.0,213,1290,6.1,10,1996
2,Marc Edwards,8.0,83.0,381.0,4.6,8.0,16.0,179.0,11.2,2.0,99,560,5.7,10,1996
3,Robert Farmer,11.0,78.0,660.0,8.5,8.0,1.0,13.0,13.0,0.0,79,673,8.5,8,1996
4,Randy Kinder,8.0,53.0,247.0,4.7,3.0,,,,,53,247,4.7,3,1996
5,Ron Powlus,11.0,53.0,8.0,0.2,0.0,,,,,53,8,0.2,0,1996
6,Jamie Spencer,10.0,38.0,222.0,5.8,5.0,8.0,61.0,7.6,1.0,46,283,6.2,6,1996
7,Joey Goodspeed,9.0,16.0,57.0,3.6,0.0,1.0,22.0,22.0,1.0,17,79,4.6,1,1996
8,Ken Barry,7.0,12.0,80.0,6.7,0.0,,,,,12,80,6.7,0,1996
9,Emmett Mosley,11.0,11.0,57.0,5.2,1.0,24.0,369.0,15.4,0.0,35,426,12.2,1,1996
10,Jarious Jackson,6.0,11.0,16.0,1.5,0.0,,,,,11,16,1.5,0,1996
11,Shannon Stephens,8.0,3.0,12.0,4.0,0.0,9.0,193.0,21.4,1.0,12,205,17.1,1,1996
12,Kevin Carretta,11.0,3.0,9.0,3.0,1.0,5.0,91.0,18.2,0.0,8,100,12.5,1,1996
13,Scott Palumbo,5.0,2.0,2.0,1.0,0.0,,,,,2,2,1.0,0,1996
14,Cikai Champion,10.0,1.0,39.0,39.0,0.0,5.0,83.0,16.6,1.0,6,122,20.3,1,1996
15,Deke Cooper,11.0,1.0,-4.0,-4.0,0.0,1.0,9.0,9.0,0.0,2,5,2.5,0,1996
16,Pete Chryplewicz,11.0,,,,,27.0,331.0,12.3,4.0,27,331,12.3,4,1996
17,Malcolm Johnson,11.0,,,,,25.0,449.0,18.0,2.0,25,449,18.0,2,1996
18,Raki Nelson,10.0,,,,,8.0,128.0,16.0,1.0,8,128,16.0,1,1996
19,Bobby Brown,8.0,,,,,2.0,84.0,42.0,0.0,2,84,42.0,0,1996
20,John Cerasani,9.0,,,,,1.0,4.0,4.0,0.0,1,4,4.0,0,1996
21,Bert Berry,11.0,,,,,1.0,4.0,4.0,0.0,1,4,4.0,0,1996
1,Autry Denson,12.0,264.0,1268.0,4.8,12.0,30.0,175.0,5.8,1.0,294,1443,4.9,13,1997
2,Clement Stokes,11.0,75.0,344.0,4.6,3.0,2.0,9.0,4.5,0.0,77,353,4.6,3,1997
3,Ron Powlus,12.0,46.0,-49.0,-1.1,0.0,,,,,46,-49,-1.1,0,1997
4,Ken Barry,12.0,35.0,186.0,5.3,0.0,10.0,97.0,9.7,0.0,45,283,6.3,0,1997
5,Tony Driver,12.0,35.0,125.0,3.6,3.0,1.0,2.0,2.0,0.0,36,127,3.5,3,1997
6,Jamie Spencer,12.0,24.0,105.0,4.4,1.0,7.0,30.0,4.3,0.0,31,135,4.4,1,1997
7,Joey Goodspeed,3.0,18.0,81.0,4.5,0.0,3.0,12.0,4.0,0.0,21,93,4.4,0,1997
8,Jarious Jackson,7.0,8.0,36.0,4.5,3.0,,,,,8,36,4.5,3,1997
9,Allen Rossum,12.0,1.0,4.0,4.0,0.0,,,,,1,4,4.0,0,1997
10,Joey Getherall,7.0,1.0,-1.0,-1.0,0.0,9.0,103.0,11.4,0.0,10,102,10.2,0,1997
11,Bobby Brown,12.0,,,,,45.0,543.0,12.1,6.0,45,543,12.1,6,1997
12,Malcolm Johnson,12.0,,,,,42.0,596.0,14.2,2.0,42,596,14.2,2,1997
13,Raki Nelson,12.0,,,,,23.0,341.0,14.8,0.0,23,341,14.8,0,1997
14,Jabari Holloway,10.0,,,,,8.0,144.0,18.0,1.0,8,144,18.0,1,1997
15,Dan O'Leary,7.0,,,,,6.0,81.0,13.5,0.0,6,81,13.5,0,1997
16,Jay Johnson,6.0,,,,,3.0,76.0,25.3,0.0,3,76,25.3,0,1997
17,Mike Denvir,11.0,,,,,1.0,15.0,15.0,0.0,1,15,15.0,0,1997
1,Autry Denson,11.0,251.0,1176.0,4.7,15.0,6.0,81.0,13.5,0.0,257,1257,4.9,15,1998
2,Jarious Jackson,11.0,113.0,441.0,3.9,3.0,,,,,113,441,3.9,3,1998
3,Jamie Spencer,11.0,54.0,256.0,4.7,2.0,4.0,38.0,9.5,0.0,58,294,5.1,2,1998
4,Joey Goodspeed,11.0,29.0,202.0,7.0,0.0,,,,,29,202,7.0,0,1998
5,Tony Fisher,11.0,18.0,75.0,4.2,0.0,,,,,18,75,4.2,0,1998
6,Arnaz Battle,11.0,13.0,53.0,4.1,0.0,,,,,13,53,4.1,0,1998
7,Eric Chappell,11.0,9.0,45.0,5.0,0.0,,,,,9,45,5.0,0,1998
8,Jason Murray,11.0,6.0,21.0,3.5,0.0,,,,,6,21,3.5,0,1998
9,Darcey Levy,11.0,6.0,20.0,3.3,1.0,,,,,6,20,3.3,1,1998
10,David Givens,11.0,4.0,26.0,6.5,1.0,,,,,4,26,6.5,1,1998
11,Joey Getherall,11.0,2.0,6.0,3.0,0.0,13.0,197.0,15.2,1.0,15,203,13.5,1,1998
12,Javin Hunter,11.0,1.0,15.0,15.0,0.0,,,,,1,15,15.0,0,1998
13,Tony Driver,11.0,1.0,2.0,2.0,0.0,,,,,1,2,2.0,0,1998
14,Malcolm Johnson,11.0,,,,,43.0,692.0,16.1,6.0,43,692,16.1,6,1998
15,Jabari Holloway,11.0,,,,,15.0,262.0,17.5,2.0,15,262,17.5,2,1998
16,Bobby Brown,11.0,,,,,13.0,286.0,22.0,1.0,13,286,22.0,1,1998
17,Raki Nelson,11.0,,,,,11.0,217.0,19.7,2.0,11,217,19.7,2,1998
18,Jay Johnson,11.0,,,,,4.0,69.0,17.3,0.0,4,69,17.3,0,1998
19,Dan O'Leary,11.0,,,,,3.0,32.0,10.7,1.0,3,32,10.7,1,1998
20,Jim Sanson,11.0,,,,,1.0,-5.0,-5.0,0.0,1,-5,-5.0,0,1998
1,Tony Fisher,12.0,156.0,783.0,5.0,5.0,18.0,296.0,16.4,2.0,174,1079,6.2,7,1999
2,Jarious Jackson,12.0,140.0,464.0,3.3,7.0,,,,,140,464,3.3,7,1999
3,Julius Jones,12.0,75.0,375.0,5.0,3.0,3.0,90.0,30.0,0.0,78,465,6.0,3,1999
4,Tony Driver,7.0,49.0,187.0,3.8,4.0,1.0,6.0,6.0,0.0,50,193,3.9,4,1999
5,Tom Lopienski,12.0,25.0,76.0,3.0,0.0,3.0,13.0,4.3,0.0,28,89,3.2,0,1999
6,Joey Goodspeed,12.0,22.0,59.0,2.7,0.0,12.0,91.0,7.6,0.0,34,150,4.4,0,1999
7,Arnaz Battle,7.0,19.0,100.0,5.3,1.0,,,,,19,100,5.3,1,1999
8,Terrance Howard,9.0,18.0,100.0,5.6,1.0,3.0,31.0,10.3,0.0,21,131,6.2,1,1999
9,David Givens,12.0,6.0,13.0,2.2,1.0,14.0,187.0,13.4,1.0,20,200,10.0,2,1999
10,Joey Getherall,10.0,4.0,21.0,5.3,2.0,35.0,436.0,12.5,3.0,39,457,11.7,5,1999
11,Tim O'Neill,1.0,2.0,4.0,2.0,0.0,,,,,2,4,2.0,0,1999
12,Joey Hildbold,12.0,2.0,-12.0,-6.0,0.0,,,,,2,-12,-6.0,0,1999
13,Javin Hunter,12.0,1.0,13.0,13.0,0.0,13.0,224.0,17.2,0.0,14,237,16.9,0,1999
14,Raki Nelson,6.0,1.0,-4.0,-4.0,0.0,23.0,395.0,17.2,0.0,24,391,16.3,0,1999
15,Jabari Holloway,12.0,,,,1.0,12.0,189.0,15.8,3.0,12,189,15.8,4,1999
16,Bobby Brown,12.0,,,,,36.0,608.0,16.9,5.0,36,608,16.9,5,1999
17,Dan O'Leary,12.0,,,,,13.0,183.0,14.1,2.0,13,183,14.1,2,1999
18,Jay Johnson,11.0,,,,,6.0,109.0,18.2,2.0,6,109,18.2,2,1999
1,Julius Jones,10.0,162.0,657.0,4.1,7.0,6.0,50.0,8.3,0.0,168,707,4.2,7,2000
2,Tony Fisher,11.0,132.0,607.0,4.6,6.0,12.0,106.0,8.8,3.0,144,713,5.0,9,2000
3,Terrance Howard,11.0,75.0,424.0,5.7,4.0,8.0,77.0,9.6,0.0,83,501,6.0,4,2000
4,Matt LoVecchio,8.0,72.0,300.0,4.2,2.0,,,,,72,300,4.2,2,2000
5,Arnaz Battle,2.0,26.0,157.0,6.0,0.0,,,,,26,157,6.0,0,2000
6,David Givens,11.0,24.0,101.0,4.2,2.0,25.0,310.0,12.4,2.0,49,411,8.4,4,2000
7,Tom Lopienski,10.0,9.0,18.0,2.0,0.0,5.0,79.0,15.8,1.0,14,97,6.9,1,2000
8,Gary Godsey,5.0,9.0,2.0,0.2,1.0,,,,,9,2,0.2,1,2000
9,Joey Getherall,11.0,8.0,78.0,9.8,1.0,17.0,323.0,19.0,4.0,25,401,16.0,5,2000
10,Chris Yura,11.0,6.0,5.0,0.8,0.0,,,,,6,5,0.8,0,2000
11,Jason Murray,8.0,4.0,14.0,3.5,0.0,2.0,12.0,6.0,1.0,6,26,4.3,1,2000
12,Javin Hunter,11.0,1.0,23.0,23.0,0.0,13.0,256.0,19.7,3.0,14,279,19.9,3,2000
13,Nicholas Setta,11.0,1.0,5.0,5.0,1.0,,,,,1,5,5.0,1,2000
14,Nick Setta,11.0,1.0,5.0,5.0,1.0,,,,,1,5,5.0,1,2000
15,Dan O'Leary,11.0,,,,,10.0,87.0,8.7,1.0,10,87,8.7,1,2000
16,Jabari Holloway,10.0,,,,,6.0,97.0,16.2,0.0,6,97,16.2,0,2000
17,Jay Johnson,8.0,,,,,2.0,58.0,29.0,1.0,2,58,29.0,1,2000
18,Jordan Black,11.0,,,,,1.0,-1.0,-1.0,0.0,1,-1,-1.0,0,2000
1,Julius Jones,11.0,168.0,718.0,4.3,6.0,9.0,57.0,6.3,1.0,177,775,4.4,7,2001
2,Carlyle Holiday,11.0,156.0,666.0,4.3,2.0,1.0,17.0,17.0,0.0,157,683,4.4,2,2001
3,Tony Fisher,9.0,78.0,384.0,4.9,4.0,3.0,-4.0,-1.3,0.0,81,380,4.7,4,2001
4,Terrance Howard,11.0,48.0,160.0,3.3,3.0,,,,,48,160,3.3,3,2001
5,Ryan Grant,5.0,29.0,110.0,3.8,1.0,2.0,7.0,3.5,0.0,31,117,3.8,1,2001
6,Matt LoVecchio,7.0,18.0,-17.0,-0.9,0.0,,,,,18,-17,-0.9,0,2001
7,Tom Lopienski,11.0,10.0,63.0,6.3,0.0,2.0,17.0,8.5,0.0,12,80,6.7,0,2001
8,David Givens,10.0,7.0,6.0,0.9,0.0,33.0,317.0,9.6,0.0,40,323,8.1,0,2001
9,Mike McNair,8.0,5.0,15.0,3.0,0.0,,,,,5,15,3.0,0,2001
10,Arnaz Battle,7.0,3.0,8.0,2.7,0.0,5.0,40.0,8.0,0.0,8,48,6.0,0,2001
11,Jason Murray,11.0,2.0,3.0,1.5,0.0,,,,,2,3,1.5,0,2001
12,Jared Clark,2.0,1.0,5.0,5.0,0.0,,,,,1,5,5.0,0,2001
13,Nicholas Setta,11.0,1.0,-3.0,-3.0,0.0,,,,,1,-3,-3.0,0,2001
14,Nick Setta,11.0,1.0,-3.0,-3.0,0.0,,,,,1,-3,-3.0,0,2001
15,Javin Hunter,11.0,,,,,37.0,387.0,10.5,1.0,37,387,10.5,1,2001
16,Omar Jenkins,11.0,,,,,7.0,111.0,15.9,1.0,7,111,15.9,1,2001
17,John Owens,11.0,,,,,6.0,79.0,13.2,1.0,6,79,13.2,1,2001
18,Gary Godsey,11.0,,,,,2.0,50.0,25.0,0.0,2,50,25.0,0,2001
19,Carlos Campbell,5.0,,,,,1.0,32.0,32.0,0.0,1,32,32.0,0,2001
20,Ronnie Rodamer,7.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0,2001
1,Ryan Grant,13.0,261.0,1085.0,4.2,9.0,9.0,22.0,2.4,0.0,270,1107,4.1,9,2002
2,Carlyle Holiday,12.0,92.0,200.0,2.2,3.0,1.0,30.0,30.0,0.0,93,230,2.5,3,2002
3,Rashon Powers-Neal,10.0,77.0,333.0,4.3,2.0,1.0,4.0,4.0,0.0,78,337,4.3,2,2002
4,Marcus Wilson,10.0,39.0,110.0,2.8,0.0,4.0,16.0,4.0,0.0,43,126,2.9,0,2002
5,Tom Lopienski,12.0,20.0,48.0,2.4,1.0,3.0,31.0,10.3,0.0,23,79,3.4,1,2002
6,Tim O'Neill,7.0,9.0,74.0,8.2,0.0,,,,,9,74,8.2,0,2002
7,Mike McNair,13.0,6.0,25.0,4.2,0.0,1.0,6.0,6.0,0.0,7,31,4.4,0,2002
8,Pat Dillingham,7.0,6.0,-35.0,-5.8,0.0,,,,,6,-35,-5.8,0,2002
9,Arnaz Battle,13.0,3.0,2.0,0.7,0.0,58.0,786.0,13.6,5.0,61,788,12.9,5,2002
10,Chris Yura,13.0,1.0,7.0,7.0,0.0,,,,,1,7,7.0,0,2002
11,Dan Novakov,1.0,1.0,-1.0,-1.0,0.0,,,,,1,-1,-1.0,0,2002
12,David Miller,,1.0,-12.0,-12.0,0.0,,,,,1,-12,-12.0,0,2002
13,Omar Jenkins,13.0,,,,,37.0,633.0,17.1,3.0,37,633,17.1,3,2002
14,Maurice Stovall,13.0,,,,,18.0,312.0,17.3,3.0,18,312,17.3,3,2002
15,Gary Godsey,13.0,,,,,16.0,155.0,9.7,0.0,16,155,9.7,0,2002
16,Rhema McKnight,12.0,,,,,9.0,91.0,10.1,0.0,9,91,10.1,0,2002
17,Jared Clark,13.0,,,,,7.0,104.0,14.9,0.0,7,104,14.9,0,2002
18,Carlos Campbell,12.0,,,,,4.0,38.0,9.5,0.0,4,38,9.5,0,2002
19,Ronnie Rodamer,13.0,,,,,2.0,14.0,7.0,0.0,2,14,7.0,0,2002
20,Matt Shelton,9.0,,,,,1.0,18.0,18.0,0.0,1,18,18.0,0,2002
21,Billy Palmer,13.0,,,,,1.0,4.0,4.0,0.0,1,4,4.0,0,2002
1,Julius Jones,12.0,229.0,1268.0,5.5,10.0,10.0,53.0,5.3,0.0,239,1321,5.5,10,2003
2,Ryan Grant,12.0,143.0,510.0,3.6,3.0,9.0,64.0,7.1,0.0,152,574,3.8,3,2003
3,Brady Quinn,12.0,48.0,25.0,0.5,0.0,,,,,48,25,0.5,0,2003
4,Carlyle Holiday,11.0,28.0,29.0,1.0,0.0,2.0,13.0,6.5,0.0,30,42,1.4,0,2003
5,Marcus Wilson,11.0,14.0,29.0,2.1,0.0,,,,,14,29,2.1,0,2003
6,Rashon Powers-Neal,12.0,4.0,15.0,3.8,0.0,7.0,50.0,7.1,0.0,11,65,5.9,0,2003
7,Jared Clark,12.0,1.0,12.0,12.0,0.0,15.0,142.0,9.5,0.0,16,154,9.6,0,2003
8,Nate Schiccatano,6.0,1.0,2.0,2.0,0.0,,,,,1,2,2.0,0,2003
9,Rhema McKnight,12.0,,,,,47.0,600.0,12.8,3.0,47,600,12.8,3,2003
10,Omar Jenkins,12.0,,,,,36.0,344.0,9.6,1.0,36,344,9.6,1,2003
11,Maurice Stovall,12.0,,,,,22.0,421.0,19.1,3.0,22,421,19.1,3,2003
12,Anthony Fasano,11.0,,,,,18.0,169.0,9.4,2.0,18,169,9.4,2,2003
13,Josh Schmidt,12.0,,,,,13.0,125.0,9.6,0.0,13,125,9.6,0,2003
14,Jeff Samardzija,12.0,,,,,7.0,53.0,7.6,0.0,7,53,7.6,0,2003
15,Matt Shelton,11.0,,,,,3.0,80.0,26.7,1.0,3,80,26.7,1,2003
16,Chinedum Ndukwe,12.0,,,,,3.0,14.0,4.7,0.0,3,14,4.7,0,2003
17,Billy Palmer,12.0,,,,,1.0,13.0,13.0,0.0,1,13,13.0,0,2003
18,Jeff Jenkins,4.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0,2003
19,Dan Stevenson,12.0,,,,,1.0,1.0,1.0,0.0,1,1,1.0,0,2003
1,Darius Walker,11.0,185.0,786.0,4.2,7.0,10.0,74.0,7.4,0.0,195,860,4.4,7,2004
2,Ryan Grant,9.0,127.0,515.0,4.1,5.0,6.0,51.0,8.5,0.0,133,566,4.3,5,2004
3,Brady Quinn,12.0,54.0,-4.0,-0.1,3.0,2.0,0.0,0.0,0.0,56,-4,-0.1,3,2004
4,Marcus Wilson,12.0,35.0,138.0,3.9,1.0,5.0,38.0,7.6,0.0,40,176,4.4,1,2004
5,Travis Thomas,10.0,25.0,25.0,1.0,0.0,3.0,30.0,10.0,0.0,28,55,2.0,0,2004
6,Rashon Powers-Neal,12.0,13.0,28.0,2.2,1.0,10.0,72.0,7.2,2.0,23,100,4.3,3,2004
7,Jeff Jenkins,4.0,9.0,43.0,4.8,0.0,2.0,10.0,5.0,0.0,11,53,4.8,0,2004
8,Justin Hoskins,6.0,4.0,16.0,4.0,0.0,,,,,4,16,4.0,0,2004
9,Carlyle Holiday,12.0,2.0,3.0,1.5,0.0,3.0,25.0,8.3,0.0,5,28,5.6,0,2004
10,Matt Shelton,12.0,1.0,0.0,0.0,0.0,20.0,515.0,25.8,6.0,21,515,24.5,6,2004
11,Chase Anastasio,12.0,1.0,-13.0,-13.0,0.0,1.0,15.0,15.0,0.0,2,2,1.0,0,2004
12,Rhema McKnight,12.0,,,,,42.0,610.0,14.5,3.0,42,610,14.5,3,2004
13,Anthony Fasano,11.0,,,,,27.0,367.0,13.6,4.0,27,367,13.6,4,2004
14,Maurice Stovall,9.0,,,,,21.0,313.0,14.9,1.0,21,313,14.9,1,2004
15,Jeff Samardzija,12.0,,,,,17.0,274.0,16.1,0.0,17,274,16.1,0,2004
16,Jerome Collins,12.0,,,,,6.0,67.0,11.2,0.0,6,67,11.2,0,2004
17,John Carlson,12.0,,,,,6.0,31.0,5.2,0.0,6,31,5.2,0,2004
18,Marcus Freeman,8.0,,,,,5.0,50.0,10.0,0.0,5,50,10.0,0,2004
19,Billy Palmer,12.0,,,,,4.0,34.0,8.5,1.0,4,34,8.5,1,2004
20,Josh Schmidt,10.0,,,,,3.0,31.0,10.3,0.0,3,31,10.3,0,2004
21,Chris Vaughn,5.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0,2004
22,Ryan Harris,12.0,,,,,1.0,3.0,3.0,0.0,1,3,3.0,0,2004
1,Darius Walker,12.0,253.0,1196.0,4.7,9.0,43.0,351.0,8.2,2.0,296,1547,5.2,11,2005
2,Brady Quinn,12.0,70.0,90.0,1.3,1.0,,,,,70,90,1.3,1,2005
3,Travis Thomas,12.0,63.0,248.0,3.9,5.0,2.0,9.0,4.5,0.0,65,257,4.0,5,2005
4,Rashon Powers-Neal,5.0,31.0,100.0,3.2,6.0,9.0,90.0,10.0,0.0,40,190,4.8,6,2005
5,Asaph Schwapp,12.0,27.0,67.0,2.5,0.0,3.0,22.0,7.3,0.0,30,89,3.0,0,2005
6,Jeff Jenkins,11.0,19.0,56.0,2.9,0.0,,,,,19,56,2.9,0,2005
7,Jeff Samardzija,12.0,9.0,13.0,1.4,0.0,77.0,1249.0,16.2,15.0,86,1262,14.7,15,2005
8,David Grimes,11.0,2.0,8.0,4.0,0.0,2.0,19.0,9.5,0.0,4,27,6.8,0,2005
9,Maurice Stovall,12.0,2.0,1.0,0.5,0.0,69.0,1149.0,16.7,11.0,71,1150,16.2,11,2005
10,Justin Hoskins,5.0,2.0,-1.0,-0.5,0.0,,,,,2,-1,-0.5,0,2005
11,David Wolke,6.0,1.0,22.0,22.0,0.0,,,,,1,22,22.0,0,2005
12,Ashley McConnell,3.0,1.0,3.0,3.0,0.0,,,,,1,3,3.0,0,2005
13,Rhema McKnight,2.0,1.0,-7.0,-7.0,0.0,5.0,69.0,13.8,1.0,6,62,10.3,1,2005
14,Anthony Fasano,12.0,,,,,47.0,576.0,12.3,2.0,47,576,12.3,2,2005
15,Matt Shelton,12.0,,,,,28.0,329.0,11.8,0.0,28,329,11.8,0,2005
16,John Carlson,12.0,,,,,7.0,56.0,8.0,1.0,7,56,8.0,1,2005
17,Rob Woods,11.0,,,,,1.0,28.0,28.0,0.0,1,28,28.0,0,2005
18,Michael O'Hara,2.0,,,,,1.0,16.0,16.0,0.0,1,16,16.0,0,2005
1,Darius Walker,13.0,255.0,1267.0,5.0,7.0,56.0,391.0,7.0,1.0,311,1658,5.3,8,2006
2,Brady Quinn,13.0,82.0,71.0,0.9,2.0,,,,,82,71,0.9,2,2006
3,James Aldridge,7.0,37.0,142.0,3.8,0.0,,,,,37,142,3.8,0,2006
4,Munir Prince,10.0,15.0,21.0,1.4,0.0,,,,,15,21,1.4,0,2006
5,Travis Thomas,11.0,13.0,78.0,6.0,2.0,,,,,13,78,6.0,2,2006
6,Asaph Schwapp,2.0,4.0,15.0,3.8,0.0,,,,,4,15,3.8,0,2006
7,Jeff Samardzija,13.0,4.0,6.0,1.5,1.0,78.0,1017.0,13.0,12.0,82,1023,12.5,13,2006
8,Ashley McConnell,13.0,3.0,6.0,2.0,0.0,2.0,8.0,4.0,1.0,5,14,2.8,1,2006
9,John Lyons,1.0,2.0,14.0,7.0,0.0,,,,,2,14,7.0,0,2006
10,Evan Sharpley,8.0,2.0,0.0,0.0,0.0,,,,,2,0,0.0,0,2006
11,George West,13.0,1.0,11.0,11.0,1.0,2.0,14.0,7.0,0.0,3,25,8.3,1,2006
12,Rhema McKnight,13.0,1.0,5.0,5.0,0.0,67.0,907.0,13.5,15.0,68,912,13.4,15,2006
13,David Grimes,12.0,1.0,2.0,2.0,1.0,26.0,336.0,12.9,2.0,27,338,12.5,3,2006
14,John Carlson,11.0,,,,,47.0,634.0,13.5,4.0,47,634,13.5,4,2006
15,Marcus Freeman,13.0,,,,,9.0,98.0,10.9,2.0,9,98,10.9,2,2006
16,Chase Anastasio,11.0,,,,,2.0,21.0,10.5,0.0,2,21,10.5,0,2006
17,Robby Parris,6.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0,2006
