G,Season,Standardized_Date,Date,Day,Time,School,Standardized_School,Location,Opponent,Standardized_Opponent,Conf,Result,Pts,Opp,W,L,T,Streak,Notes
8,1950,1950-11-18,"Nov 18, 1950",Sat,,Notre Dame,Notre Dame,Away,Iowa,Iowa,Western,T,14,14,4,3,1.0,T 1,
9,1950,1950-12-02,"Dec 2, 1950",Sat,,Notre Dame,Notre Dame,Away,USC,USC,PCC,L,7,9,4,4,1.0,L 1,
1,1951,1951-09-29,"Sep 29, 1951",Sat,,(14) Notre Dame, Notre Dame,Home,Indiana,Indiana,Western,W,48,6,1,0,0.0,W 1,
2,1951,1951-10-05,"Oct 5, 1951",Fri,,(5) Notre Dame, Notre Dame,Away,Detroit Mercy,Detroit Mercy,MVC,W,40,6,2,0,0.0,W 2,"Detroit, MI"
3,1951,1951-10-13,"Oct 13, 1951",Sat,,(5) Notre Dame, Notre Dame,Home,SMU,SMU,SWC,L,20,27,2,1,0.0,L 1,
4,1951,1951-10-20,"Oct 20, 1951",Sat,,Notre Dame,Notre Dame,Away,Pitt,Pitt,Ind,W,33,0,3,1,0.0,W 1,
5,1951,1951-10-27,"Oct 27, 1951",Sat,,(15) Notre Dame, Notre Dame,Home,Purdue,Purdue,Western,W,30,9,4,1,0.0,W 2,
6,1951,1951-11-03,"Nov 3, 1951",Sat,,(13) Notre Dame, Notre Dame,Away,Navy,Navy,Ind,W,19,0,5,1,0.0,W 3,"Baltimore, MD"
7,1951,1951-11-10,"Nov 10, 1951",Sat,,(11) Notre Dame, Notre Dame,Away,(5) Michigan State, Michigan State,Ind,L,0,35,5,2,0.0,L 1,
8,1951,1951-11-17,"Nov 17, 1951",Sat,,Notre Dame,Notre Dame,Away,North Carolina,North Carolina,Southern,W,12,7,6,2,0.0,W 1,
9,1951,1951-11-24,"Nov 24, 1951",Sat,,Notre Dame,Notre Dame,Home,Iowa,Iowa,Western,T,20,20,6,2,1.0,T 1,
10,1951,1951-12-01,"Dec 1, 1951",Sat,,Notre Dame,Notre Dame,Away,(20) USC, USC,PCC,W,19,12,7,2,1.0,W 1,
1,1952,1952-09-27,"Sep 27, 1952",Sat,,(10) Notre Dame, Notre Dame,Away,(12) Pennsylvania, Pennsylvania,Ind,T,7,7,0,0,1.0,T 1,
2,1952,1952-10-04,"Oct 4, 1952",Sat,,(19) Notre Dame, Notre Dame,Away,(5) Texas, Texas,SWC,W,14,3,1,0,1.0,W 1,
3,1952,1952-10-11,"Oct 11, 1952",Sat,,(8) Notre Dame, Notre Dame,Home,Pitt,Pitt,Ind,L,19,22,1,1,1.0,L 1,
4,1952,1952-10-18,"Oct 18, 1952",Sat,,Notre Dame,Notre Dame,Away,(9) Purdue, Purdue,Western,W,26,14,2,1,1.0,W 1,
5,1952,1952-10-25,"Oct 25, 1952",Sat,,(16) Notre Dame, Notre Dame,Home,North Carolina,North Carolina,Southern,W,34,14,3,1,1.0,W 2,
6,1952,1952-11-01,"Nov 1, 1952",Sat,,(13) Notre Dame, Notre Dame,Neutral,Navy,Navy,Ind,W,17,6,4,1,1.0,W 3,"Cleveland, OH"
7,1952,1952-11-08,"Nov 8, 1952",Sat,,(10) Notre Dame, Notre Dame,Home,(4) Oklahoma, Oklahoma,Big 7,W,27,21,5,1,1.0,W 4,
8,1952,1952-11-15,"Nov 15, 1952",Sat,,(6) Notre Dame, Notre Dame,Away,(1) Michigan State, Michigan State,Ind,L,3,21,5,2,1.0,L 1,
9,1952,1952-11-22,"Nov 22, 1952",Sat,,(9) Notre Dame, Notre Dame,Away,Iowa,Iowa,Western,W,27,0,6,2,1.0,W 1,
10,1952,1952-11-29,"Nov 29, 1952",Sat,,(7) Notre Dame, Notre Dame,Home,(2) USC, USC,PCC,W,9,0,7,2,1.0,W 2,
1,1953,1953-09-26,"Sep 26, 1953",Sat,,(1) Notre Dame, Notre Dame,Away,(6) Oklahoma, Oklahoma,Big 7,W,28,21,1,0,0.0,W 1,
2,1953,1953-10-03,"Oct 3, 1953",Sat,,(1) Notre Dame, Notre Dame,Away,Purdue,Purdue,Big Ten,W,37,7,2,0,0.0,W 2,
3,1953,1953-10-17,"Oct 17, 1953",Sat,,(1) Notre Dame, Notre Dame,Home,(15) Pitt, Pitt,Ind,W,23,14,3,0,0.0,W 3,
4,1953,1953-10-24,"Oct 24, 1953",Sat,,(1) Notre Dame, Notre Dame,Home,(4) Georgia Tech, Georgia Tech,SEC,W,27,14,4,0,0.0,W 4,
5,1953,1953-10-31,"Oct 31, 1953",Sat,,(1) Notre Dame, Notre Dame,Home,(20) Navy, Navy,Ind,W,38,7,5,0,0.0,W 5,
6,1953,1953-11-07,"Nov 7, 1953",Sat,,(1) Notre Dame, Notre Dame,Away,Pennsylvania,Pennsylvania,Ind,W,28,20,6,0,0.0,W 6,
7,1953,1953-11-14,"Nov 14, 1953",Sat,,(1) Notre Dame, Notre Dame,Away,North Carolina,North Carolina,ACC,W,34,14,7,0,0.0,W 7,
8,1953,1953-11-21,"Nov 21, 1953",Sat,,(1) Notre Dame, Notre Dame,Home,(20) Iowa, Iowa,Big Ten,T,14,14,7,0,1.0,T 1,
9,1953,1953-11-28,"Nov 28, 1953",Sat,,(2) Notre Dame, Notre Dame,Away,(20) USC, USC,PCC,W,48,14,8,0,1.0,W 1,
10,1953,1953-12-05,"Dec 5, 1953",Sat,,(2) Notre Dame, Notre Dame,Home,SMU,SMU,SWC,W,40,14,9,0,1.0,W 2,
1,1954,1954-09-25,"Sep 25, 1954",Sat,,(2) Notre Dame, Notre Dame,Home,(4) Texas, Texas,SWC,W,21,0,1,0,0.0,W 1,
2,1954,1954-10-02,"Oct 2, 1954",Sat,,(1) Notre Dame, Notre Dame,Home,(19) Purdue, Purdue,Big Ten,L,14,27,1,1,0.0,L 1,
3,1954,1954-10-09,"Oct 9, 1954",Sat,,(8) Notre Dame, Notre Dame,Away,Pitt,Pitt,Ind,W,33,0,2,1,0.0,W 1,
4,1954,1954-10-16,"Oct 16, 1954",Sat,,(8) Notre Dame, Notre Dame,Home,Michigan State,Michigan State,Big Ten,W,20,19,3,1,0.0,W 2,
5,1954,1954-10-30,"Oct 30, 1954",Sat,,(6) Notre Dame, Notre Dame,Away,(15) Navy, Navy,Ind,W,6,0,4,1,0.0,W 3,"Baltimore, MD"
6,1954,1954-11-06,"Nov 6, 1954",Sat,,(5) Notre Dame, Notre Dame,Away,Pennsylvania,Pennsylvania,Ind,W,42,7,5,1,0.0,W 4,
7,1954,1954-11-13,"Nov 13, 1954",Sat,,(5) Notre Dame, Notre Dame,Home,North Carolina,North Carolina,ACC,W,42,13,6,1,0.0,W 5,
8,1954,1954-11-20,"Nov 20, 1954",Sat,,(4) Notre Dame, Notre Dame,Away,(19) Iowa, Iowa,Big Ten,W,34,18,7,1,0.0,W 6,
9,1954,1954-11-27,"Nov 27, 1954",Sat,,(4) Notre Dame, Notre Dame,Home,(17) USC, USC,PCC,W,23,17,8,1,0.0,W 7,
10,1954,1954-12-04,"Dec 4, 1954",Sat,,(4) Notre Dame, Notre Dame,Away,SMU,SMU,SWC,W,26,14,9,1,0.0,W 8,
1,1955,1955-09-24,"Sep 24, 1955",Sat,,(11) Notre Dame, Notre Dame,Home,SMU,SMU,SWC,W,17,0,1,0,0.0,W 1,
2,1955,1955-10-01,"Oct 1, 1955",Sat,,(4) Notre Dame, Notre Dame,Home,Indiana,Indiana,Big Ten,W,19,0,2,0,0.0,W 2,
3,1955,1955-10-07,"Oct 7, 1955",Fri,,(5) Notre Dame, Notre Dame,Away,(15) Miami (FL), Miami FL,Ind,W,14,0,3,0,0.0,W 3,
4,1955,1955-10-15,"Oct 15, 1955",Sat,,(4) Notre Dame, Notre Dame,Away,(13) Michigan State, Michigan State,Big Ten,L,7,21,3,1,0.0,L 1,
5,1955,1955-10-22,"Oct 22, 1955",Sat,,(11) Notre Dame, Notre Dame,Away,Purdue,Purdue,Big Ten,W,22,7,4,1,0.0,W 1,
6,1955,1955-10-29,"Oct 29, 1955",Sat,,(9) Notre Dame, Notre Dame,Home,(4) Navy, Navy,Ind,W,21,7,5,1,0.0,W 2,
7,1955,1955-11-05,"Nov 5, 1955",Sat,,(6) Notre Dame, Notre Dame,Away,Pennsylvania,Pennsylvania,Ind,W,46,14,6,1,0.0,W 3,
8,1955,1955-11-12,"Nov 12, 1955",Sat,,(5) Notre Dame, Notre Dame,Away,North Carolina,North Carolina,ACC,W,27,7,7,1,0.0,W 4,
9,1955,1955-11-19,"Nov 19, 1955",Sat,,(4) Notre Dame, Notre Dame,Home,Iowa,Iowa,Big Ten,W,17,14,8,1,0.0,W 5,
10,1955,1955-11-26,"Nov 26, 1955",Sat,,(5) Notre Dame, Notre Dame,Away,USC,USC,PCC,L,20,42,8,2,0.0,L 1,
1,1956,1956-09-22,"Sep 22, 1956",Sat,,(3) Notre Dame, Notre Dame,Away,SMU,SMU,SWC,L,13,19,0,1,0.0,L 1,
2,1956,1956-10-06,"Oct 6, 1956",Sat,,(17) Notre Dame, Notre Dame,Home,Indiana,Indiana,Big Ten,W,20,6,1,1,0.0,W 1,
3,1956,1956-10-13,"Oct 13, 1956",Sat,,(18) Notre Dame, Notre Dame,Home,Purdue,Purdue,Big Ten,L,14,28,1,2,0.0,L 1,
4,1956,1956-10-20,"Oct 20, 1956",Sat,,Notre Dame,Notre Dame,Home,(2) Michigan State, Michigan State,Big Ten,L,14,47,1,3,0.0,L 2,
5,1956,1956-10-27,"Oct 27, 1956",Sat,,Notre Dame,Notre Dame,Home,(2) Oklahoma, Oklahoma,Big 7,L,0,40,1,4,0.0,L 3,
6,1956,1956-11-03,"Nov 3, 1956",Sat,,Notre Dame,Notre Dame,Away,Navy,Navy,Ind,L,7,33,1,5,0.0,L 4,"Baltimore, MD"
7,1956,1956-11-10,"Nov 10, 1956",Sat,,Notre Dame,Notre Dame,Away,(20) Pitt, Pitt,Ind,L,13,26,1,6,0.0,L 5,
8,1956,1956-11-17,"Nov 17, 1956",Sat,,Notre Dame,Notre Dame,Home,North Carolina,North Carolina,ACC,W,21,14,2,6,0.0,W 1,
9,1956,1956-11-24,"Nov 24, 1956",Sat,,Notre Dame,Notre Dame,Away,(3) Iowa, Iowa,Big Ten,L,8,48,2,7,0.0,L 1,
10,1956,1956-12-01,"Dec 1, 1956",Sat,,Notre Dame,Notre Dame,Away,(17) USC, USC,PCC,L,20,28,2,8,0.0,L 2,
1,1957,1957-09-28,"Sep 28, 1957",Sat,,Notre Dame,Notre Dame,Away,Purdue,Purdue,Big Ten,W,12,0,1,0,0.0,W 1,
2,1957,1957-10-05,"Oct 5, 1957",Sat,,(16) Notre Dame, Notre Dame,Home,Indiana,Indiana,Big Ten,W,26,0,2,0,0.0,W 2,
3,1957,1957-10-12,"Oct 12, 1957",Sat,,(12) Notre Dame, Notre Dame,Neutral,(10) Army, Army,Ind,W,23,21,3,0,0.0,W 3,"Philadelphia, PA"
4,1957,1957-10-26,"Oct 26, 1957",Sat,,(7) Notre Dame, Notre Dame,Home,Pitt,Pitt,Ind,W,13,7,4,0,0.0,W 4,
5,1957,1957-11-02,"Nov 2, 1957",Sat,,(5) Notre Dame, Notre Dame,Home,(16) Navy, Navy,Ind,L,6,20,4,1,0.0,L 1,
6,1957,1957-11-09,"Nov 9, 1957",Sat,,(15) Notre Dame, Notre Dame,Away,(4) Michigan State, Michigan State,Big Ten,L,6,34,4,2,0.0,L 2,
7,1957,1957-11-16,"Nov 16, 1957",Sat,,Notre Dame,Notre Dame,Away,(2) Oklahoma, Oklahoma,Big 7,W,7,0,5,2,0.0,W 1,
8,1957,1957-11-23,"Nov 23, 1957",Sat,,(9) Notre Dame, Notre Dame,Home,(8) Iowa, Iowa,Big Ten,L,13,21,5,3,0.0,L 1,
9,1957,1957-11-30,"Nov 30, 1957",Sat,,(12) Notre Dame, Notre Dame,Home,USC,USC,PCC,W,40,12,6,3,0.0,W 1,
10,1957,1957-12-07,"Dec 7, 1957",Sat,,(12) Notre Dame, Notre Dame,Away,SMU,SMU,SWC,W,54,21,7,3,0.0,W 2,
1,1958,1958-09-27,"Sep 27, 1958",Sat,,(5) Notre Dame, Notre Dame,Home,Indiana,Indiana,Big Ten,W,18,0,1,0,0.0,W 1,
2,1958,1958-10-04,"Oct 4, 1958",Sat,,(7) Notre Dame, Notre Dame,Away,(17) SMU, SMU,SWC,W,14,6,2,0,0.0,W 2,
3,1958,1958-10-11,"Oct 11, 1958",Sat,,(4) Notre Dame, Notre Dame,Home,(3) Army, Army,Ind,L,2,14,2,1,0.0,L 1,
4,1958,1958-10-18,"Oct 18, 1958",Sat,,(12) Notre Dame, Notre Dame,Home,Duke,Duke,ACC,W,9,7,3,1,0.0,W 1,
5,1958,1958-10-25,"Oct 25, 1958",Sat,,(11) Notre Dame, Notre Dame,Home,(15) Purdue, Purdue,Big Ten,L,22,29,3,2,0.0,L 1,
6,1958,1958-11-01,"Nov 1, 1958",Sat,,Notre Dame,Notre Dame,Away,(15) Navy, Navy,Ind,W,40,20,4,2,0.0,W 1,"Baltimore, MD"
7,1958,1958-11-08,"Nov 8, 1958",Sat,,(14) Notre Dame, Notre Dame,Away,Pitt,Pitt,Ind,L,26,29,4,3,0.0,L 1,
8,1958,1958-11-15,"Nov 15, 1958",Sat,,Notre Dame,Notre Dame,Home,(11) North Carolina, North Carolina,ACC,W,34,24,5,3,0.0,W 1,
9,1958,1958-11-22,"Nov 22, 1958",Sat,,(15) Notre Dame, Notre Dame,Away,(6) Iowa, Iowa,Big Ten,L,21,31,5,4,0.0,L 1,
10,1958,1958-11-29,"Nov 29, 1958",Sat,,(18) Notre Dame, Notre Dame,Away,USC,USC,PCC,W,20,13,6,4,0.0,W 1,
1,1959,1959-09-26,"Sep 26, 1959",Sat,,Notre Dame,Notre Dame,Home,North Carolina,North Carolina,ACC,W,28,8,1,0,0.0,W 1,
2,1959,1959-10-03,"Oct 3, 1959",Sat,,(8) Notre Dame, Notre Dame,Away,Purdue,Purdue,Big Ten,L,7,28,1,1,0.0,L 1,
3,1959,1959-10-10,"Oct 10, 1959",Sat,,Notre Dame,Notre Dame,Away,California,California,AAWU,W,28,6,2,1,0.0,W 1,
4,1959,1959-10-17,"Oct 17, 1959",Sat,,Notre Dame,Notre Dame,Away,Michigan State,Michigan State,Big Ten,L,0,19,2,2,0.0,L 1,
5,1959,1959-10-24,"Oct 24, 1959",Sat,,Notre Dame,Notre Dame,Home,(2) Northwestern, Northwestern,Big Ten,L,24,30,2,3,0.0,L 2,
6,1959,1959-10-31,"Oct 31, 1959",Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,Ind,W,25,22,3,3,0.0,W 1,
7,1959,1959-11-07,"Nov 7, 1959",Sat,,Notre Dame,Notre Dame,Home,(19) Georgia Tech, Georgia Tech,SEC,L,10,14,3,4,0.0,L 1,
8,1959,1959-11-14,"Nov 14, 1959",Sat,,Notre Dame,Notre Dame,Away,Pitt,Pitt,Ind,L,13,28,3,5,0.0,L 2,
9,1959,1959-11-21,"Nov 21, 1959",Sat,,Notre Dame,Notre Dame,Away,(16) Iowa, Iowa,Big Ten,W,20,19,4,5,0.0,W 1,
10,1959,1959-11-28,"Nov 28, 1959",Sat,,Notre Dame,Notre Dame,Home,(7) USC, USC,AAWU,W,16,6,5,5,0.0,W 2,
1,1960,1960-09-24,"Sep 24, 1960",Sat,,Notre Dame,Notre Dame,Home,California,California,AAWU,W,21,7,1,0,0.0,W 1,
2,1960,1960-10-01,"Oct 1, 1960",Sat,,(12) Notre Dame, Notre Dame,Home,Purdue,Purdue,Big Ten,L,19,51,1,1,0.0,L 1,
3,1960,1960-10-08,"Oct 8, 1960",Sat,,Notre Dame,Notre Dame,Away,North Carolina,North Carolina,ACC,L,7,12,1,2,0.0,L 2,
4,1960,1960-10-15,"Oct 15, 1960",Sat,,Notre Dame,Notre Dame,Home,(14) Michigan State, Michigan State,Big Ten,L,0,21,1,3,0.0,L 3,
5,1960,1960-10-22,"Oct 22, 1960",Sat,,Notre Dame,Notre Dame,Away,Northwestern,Northwestern,Big Ten,L,6,7,1,4,0.0,L 4,
6,1960,1960-10-29,"Oct 29, 1960",Sat,,Notre Dame,Notre Dame,Neutral,(4) Navy, Navy,Ind,L,7,14,1,5,0.0,L 5,"Philadelphia, PA"
7,1960,1960-11-05,"Nov 5, 1960",Sat,,Notre Dame,Notre Dame,Home,(14) Pitt, Pitt,Ind,L,13,20,1,6,0.0,L 6,
8,1960,1960-11-12,"Nov 12, 1960",Sat,,Notre Dame,Notre Dame,Away,Miami (FL),Miami FL,Ind,L,21,28,1,7,0.0,L 7,
9,1960,1960-11-19,"Nov 19, 1960",Sat,,Notre Dame,Notre Dame,Home,(2) Iowa, Iowa,Big Ten,L,0,28,1,8,0.0,L 8,
10,1960,1960-11-26,"Nov 26, 1960",Sat,,Notre Dame,Notre Dame,Away,USC,USC,AAWU,W,17,0,2,8,0.0,W 1,
1,1961,1961-09-30,"Sep 30, 1961",Sat,,Notre Dame,Notre Dame,Home,Oklahoma,Oklahoma,Big 8,W,19,6,1,0,0.0,W 1,
2,1961,1961-10-07,"Oct 7, 1961",Sat,,Notre Dame,Notre Dame,Away,Purdue,Purdue,Big Ten,W,22,20,2,0,0.0,W 2,
3,1961,1961-10-14,"Oct 14, 1961",Sat,,(8) Notre Dame, Notre Dame,Home,USC,USC,AAWU,W,30,0,3,0,0.0,W 3,
4,1961,1961-10-21,"Oct 21, 1961",Sat,,(6) Notre Dame, Notre Dame,Away,(1) Michigan State, Michigan State,Big Ten,L,7,17,3,1,0.0,L 1,
5,1961,1961-10-28,"Oct 28, 1961",Sat,,(8) Notre Dame, Notre Dame,Home,Northwestern,Northwestern,Big Ten,L,10,12,3,2,0.0,L 2,
6,1961,1961-11-04,"Nov 4, 1961",Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,Ind,L,10,13,3,3,0.0,L 3,
7,1961,1961-11-11,"Nov 11, 1961",Sat,,Notre Dame,Notre Dame,Away,Pitt,Pitt,Ind,W,26,20,4,3,0.0,W 1,
8,1961,1961-11-18,"Nov 18, 1961",Sat,,Notre Dame,Notre Dame,Home,(10) Syracuse, Syracuse,Ind,W,17,15,5,3,0.0,W 2,
9,1961,1961-11-25,"Nov 25, 1961",Sat,,Notre Dame,Notre Dame,Away,Iowa,Iowa,Big Ten,L,21,42,5,4,0.0,L 1,
10,1961,1961-12-02,"Dec 2, 1961",Sat,,Notre Dame,Notre Dame,Away,Duke,Duke,ACC,L,13,37,5,5,0.0,L 2,
1,1964,1964-09-26,"Sep 26, 1964",Sat,,Notre Dame,Notre Dame,Away,Wisconsin,Wisconsin,Big Ten,W,31,7,1,0,0.0,W 1,
2,1964,1964-10-03,"Oct 3, 1964",Sat,,(9) Notre Dame, Notre Dame,Home,Purdue,Purdue,Big Ten,W,34,15,2,0,0.0,W 2,
3,1964,1964-10-10,"Oct 10, 1964",Sat,,(6) Notre Dame, Notre Dame,Away,Air Force,Air Force,Ind,W,34,7,3,0,0.0,W 3,
4,1964,1964-10-17,"Oct 17, 1964",Sat,,(4) Notre Dame, Notre Dame,Home,UCLA,UCLA,AAWU,W,24,0,4,0,0.0,W 4,
5,1964,1964-10-24,"Oct 24, 1964",Sat,,(2) Notre Dame, Notre Dame,Home,Stanford,Stanford,AAWU,W,28,6,5,0,0.0,W 5,
6,1964,1964-10-31,"Oct 31, 1964",Sat,,(2) Notre Dame, Notre Dame,Neutral,Navy,Navy,Ind,W,40,0,6,0,0.0,W 6,"Philadelphia, PA"
7,1964,1964-11-07,"Nov 7, 1964",Sat,,(1) Notre Dame, Notre Dame,Away,Pitt,Pitt,Ind,W,17,15,7,0,0.0,W 7,
8,1964,1964-11-14,"Nov 14, 1964",Sat,,(1) Notre Dame, Notre Dame,Home,Michigan State,Michigan State,Big Ten,W,34,7,8,0,0.0,W 8,
9,1964,1964-11-21,"Nov 21, 1964",Sat,,(1) Notre Dame, Notre Dame,Home,Iowa,Iowa,Big Ten,W,28,0,9,0,0.0,W 9,
10,1964,1964-11-28,"Nov 28, 1964",Sat,,(1) Notre Dame, Notre Dame,Away,USC,USC,AAWU,L,17,20,9,1,0.0,L 1,
1,1965,1965-09-18,"Sep 18, 1965",Sat,,(3) Notre Dame, Notre Dame,Away,California,California,AAWU,W,48,6,1,0,0.0,W 1,
2,1965,1965-09-25,"Sep 25, 1965",Sat,,(1) Notre Dame, Notre Dame,Away,(6) Purdue, Purdue,Big Ten,L,21,25,1,1,0.0,L 1,
3,1965,1965-10-02,"Oct 2, 1965",Sat,,(8) Notre Dame, Notre Dame,Home,Northwestern,Northwestern,Big Ten,W,38,7,2,1,0.0,W 1,
4,1965,1965-10-09,"Oct 9, 1965",Sat,,(7) Notre Dame, Notre Dame,Away,Army,Army,Ind,W,17,0,3,1,0.0,W 2,"Flushing, NY"
5,1965,1965-10-23,"Oct 23, 1965",Sat,,(7) Notre Dame, Notre Dame,Home,(4) USC, USC,AAWU,W,28,7,4,1,0.0,W 3,
6,1965,1965-10-30,"Oct 30, 1965",Sat,,(4) Notre Dame, Notre Dame,Home,Navy,Navy,Ind,W,29,3,5,1,0.0,W 4,
7,1965,1965-11-06,"Nov 6, 1965",Sat,,(4) Notre Dame, Notre Dame,Away,Pitt,Pitt,Ind,W,69,13,6,1,0.0,W 5,
8,1965,1965-11-13,"Nov 13, 1965",Sat,,(4) Notre Dame, Notre Dame,Home,North Carolina,North Carolina,ACC,W,17,0,7,1,0.0,W 6,
9,1965,1965-11-20,"Nov 20, 1965",Sat,,(4) Notre Dame, Notre Dame,Home,(1) Michigan State, Michigan State,Big Ten,L,3,12,7,2,0.0,L 1,
10,1965,1965-11-27,"Nov 27, 1965",Sat,,(6) Notre Dame, Notre Dame,Away,Miami (FL),Miami FL,Ind,T,0,0,7,2,1.0,T 1,
1,1966,1966-09-24,"Sep 24, 1966",Sat,,(8) Notre Dame, Notre Dame,Home,(7) Purdue, Purdue,Big Ten,W,26,14,1,0,0.0,W 1,
2,1966,1966-10-01,"Oct 1, 1966",Sat,,(4) Notre Dame, Notre Dame,Away,Northwestern,Northwestern,Big Ten,W,35,7,2,0,0.0,W 2,
3,1966,1966-10-08,"Oct 8, 1966",Sat,,(3) Notre Dame, Notre Dame,Home,Army,Army,Ind,W,35,0,3,0,0.0,W 3,
4,1966,1966-10-15,"Oct 15, 1966",Sat,,(2) Notre Dame, Notre Dame,Home,North Carolina,North Carolina,ACC,W,32,0,4,0,0.0,W 4,
5,1966,1966-10-22,"Oct 22, 1966",Sat,,(1) Notre Dame, Notre Dame,Away,(10) Oklahoma, Oklahoma,Big 8,W,38,0,5,0,0.0,W 5,
6,1966,1966-10-29,"Oct 29, 1966",Sat,,(1) Notre Dame, Notre Dame,Neutral,Navy,Navy,Ind,W,31,7,6,0,0.0,W 6,"Philadelphia, PA"
7,1966,1966-11-05,"Nov 5, 1966",Sat,,(1) Notre Dame, Notre Dame,Home,Pitt,Pitt,Ind,W,40,0,7,0,0.0,W 7,
8,1966,1966-11-12,"Nov 12, 1966",Sat,,(1) Notre Dame, Notre Dame,Home,Duke,Duke,ACC,W,64,0,8,0,0.0,W 8,
9,1966,1966-11-19,"Nov 19, 1966",Sat,,(1) Notre Dame, Notre Dame,Away,(2) Michigan State, Michigan State,Big Ten,T,10,10,8,0,1.0,T 1,
10,1966,1966-11-26,"Nov 26, 1966",Sat,,(1) Notre Dame, Notre Dame,Away,(10) USC, USC,AAWU,W,51,0,9,0,1.0,W 1,
1,1967,1967-09-23,"Sep 23, 1967",Sat,,(1) Notre Dame, Notre Dame,Home,California,California,AAWU,W,41,8,1,0,0.0,W 1,
2,1967,1967-09-30,"Sep 30, 1967",Sat,,(1) Notre Dame, Notre Dame,Away,(10) Purdue, Purdue,Big Ten,L,21,28,1,1,0.0,L 1,
3,1967,1967-10-07,"Oct 7, 1967",Sat,,(6) Notre Dame, Notre Dame,Home,Iowa,Iowa,Big Ten,W,56,6,2,1,0.0,W 1,
4,1967,1967-10-14,"Oct 14, 1967",Sat,,(5) Notre Dame, Notre Dame,Home,(1) USC, USC,AAWU,L,7,24,2,2,0.0,L 1,
5,1967,1967-10-21,"Oct 21, 1967",Sat,,Notre Dame,Notre Dame,Away,Illinois,Illinois,Big Ten,W,47,7,3,2,0.0,W 1,
6,1967,1967-10-28,"Oct 28, 1967",Sat,,Notre Dame,Notre Dame,Home,Michigan State,Michigan State,Big Ten,W,24,12,4,2,0.0,W 2,
7,1967,1967-11-04,"Nov 4, 1967",Sat,,(10) Notre Dame, Notre Dame,Home,Navy,Navy,Ind,W,43,14,5,2,0.0,W 3,
8,1967,1967-11-11,"Nov 11, 1967",Sat,,(9) Notre Dame, Notre Dame,Away,Pitt,Pitt,Ind,W,38,0,6,2,0.0,W 4,
9,1967,1967-11-18,"Nov 18, 1967",Sat,,(9) Notre Dame, Notre Dame,Away,Georgia Tech,Georgia Tech,Ind,W,36,3,7,2,0.0,W 5,
10,1967,1967-11-24,"Nov 24, 1967",Fri,,(6) Notre Dame, Notre Dame,Away,Miami (FL),Miami FL,Ind,W,24,22,8,2,0.0,W 6,
1,1968,1968-09-21,"Sep 21, 1968",Sat,,(3) Notre Dame, Notre Dame,Home,(5) Oklahoma, Oklahoma,Big 8,W,45,21,1,0,0.0,W 1,
2,1968,1968-09-28,"Sep 28, 1968",Sat,,(2) Notre Dame, Notre Dame,Home,(1) Purdue, Purdue,Big Ten,L,22,37,1,1,0.0,L 1,
3,1968,1968-10-05,"Oct 5, 1968",Sat,,(5) Notre Dame, Notre Dame,Away,Iowa,Iowa,Big Ten,W,51,28,2,1,0.0,W 1,
4,1968,1968-10-12,"Oct 12, 1968",Sat,,(5) Notre Dame, Notre Dame,Home,Northwestern,Northwestern,Big Ten,W,27,7,3,1,0.0,W 2,
5,1968,1968-10-19,"Oct 19, 1968",Sat,,(6) Notre Dame, Notre Dame,Home,Illinois,Illinois,Big Ten,W,58,8,4,1,0.0,W 3,
6,1968,1968-10-26,"Oct 26, 1968",Sat,,(5) Notre Dame, Notre Dame,Away,Michigan State,Michigan State,Big Ten,L,17,21,4,2,0.0,L 1,
7,1968,1968-11-02,"Nov 2, 1968",Sat,,(12) Notre Dame, Notre Dame,Neutral,Navy,Navy,Ind,W,45,14,5,2,0.0,W 1,"Philadelphia, PA"
8,1968,1968-11-09,"Nov 9, 1968",Sat,,(12) Notre Dame, Notre Dame,Home,Pitt,Pitt,Ind,W,56,7,6,2,0.0,W 2,
9,1968,1968-11-16,"Nov 16, 1968",Sat,,(9) Notre Dame, Notre Dame,Home,Georgia Tech,Georgia Tech,Ind,W,34,6,7,2,0.0,W 3,
10,1968,1968-11-30,"Nov 30, 1968",Sat,,(9) Notre Dame, Notre Dame,Away,(2) USC, USC,Pac-8,T,21,21,7,2,1.0,T 1,
1,1969,1969-09-20,"Sep 20, 1969",Sat,,(11) Notre Dame, Notre Dame,Home,Northwestern,Northwestern,Big Ten,W,35,10,1,0,0.0,W 1,
2,1969,1969-09-27,"Sep 27, 1969",Sat,,(9) Notre Dame, Notre Dame,Away,(16) Purdue, Purdue,Big Ten,L,14,28,1,1,0.0,L 1,
3,1969,1969-10-04,"Oct 4, 1969",Sat,,Notre Dame,Notre Dame,Home,(14) Michigan State, Michigan State,Big Ten,W,42,28,2,1,0.0,W 1,
4,1969,1969-10-11,"Oct 11, 1969",Sat,,(15) Notre Dame, Notre Dame,Away,Army,Army,Ind,W,45,0,3,1,0.0,W 2,"Bronx, NY"
5,1969,1969-10-18,"Oct 18, 1969",Sat,,(11) Notre Dame, Notre Dame,Home,(3) USC, USC,Pac-8,T,14,14,3,1,1.0,T 1,
6,1969,1969-10-25,"Oct 25, 1969",Sat,,(12) Notre Dame, Notre Dame,Away,Tulane,Tulane,Ind,W,37,0,4,1,1.0,W 1,
